date,sku_id,product_name,category,price,units_sold,revenue,cost,inventory_on_hand
2025-10-16,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,737
2025-10-17,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,717
2025-10-18,SKU_1009,Electronics Product 9,Electronics,159.08,40,6363.15,96.23,677
2025-10-19,SKU_1009,Electronics Product 9,Electronics,159.08,40,6363.15,96.23,637
2025-10-20,SKU_1009,Electronics Product 9,Electronics,159.08,9,1431.71,96.23,628
2025-10-21,SKU_1009,Electronics Product 9,Electronics,159.08,27,4295.12,96.23,601
2025-10-22,SKU_1009,Electronics Product 9,Electronics,159.08,14,2227.1,96.23,587
2025-10-23,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,540
2025-10-24,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,505
2025-10-25,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,471
2025-10-26,SKU_1009,Electronics Product 9,Electronics,159.08,49,7794.86,96.23,422
2025-10-27,SKU_1009,Electronics Product 9,Electronics,159.08,43,6840.38,96.23,379
2025-10-28,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,364
2025-10-29,SKU_1009,Electronics Product 9,Electronics,159.08,24,3817.89,96.23,340
2025-10-30,SKU_1009,Electronics Product 9,Electronics,157.74,11,1735.11,96.23,329
2025-10-31,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,291
2025-11-01,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,253
2025-11-02,SKU_1009,Electronics Product 9,Electronics,159.08,61,9703.8,96.23,1100
2025-11-03,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,1068
2025-11-04,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,1043
2025-11-05,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,1008
2025-11-06,SKU_1009,Electronics Product 9,Electronics,159.08,17,2704.34,96.23,991
2025-11-07,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,952
2025-11-08,SKU_1009,Electronics Product 9,Electronics,159.08,30,4772.36,96.23,922
2025-11-09,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,906
2025-11-10,SKU_1009,Electronics Product 9,Electronics,159.08,12,1908.94,96.23,894
2025-11-11,SKU_1009,Electronics Product 9,Electronics,159.08,18,2863.42,96.23,876
2025-11-12,SKU_1009,Electronics Product 9,Electronics,153.14,14,2143.99,96.23,862
2025-11-13,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,828
2025-11-14,SKU_1009,Electronics Product 9,Electronics,145.67,32,4661.57,96.23,796
2025-11-15,SKU_1009,Electronics Product 9,Electronics,159.08,23,3658.81,96.23,773
2025-11-16,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,726
2025-11-17,SKU_1009,Electronics Product 9,Electronics,159.08,42,6681.31,96.23,684
2025-11-18,SKU_1009,Electronics Product 9,Electronics,159.08,37,5885.91,96.23,647
2025-11-19,SKU_1009,Electronics Product 9,Electronics,159.08,48,7635.78,96.23,599
2025-11-20,SKU_1009,Electronics Product 9,Electronics,159.08,37,5885.91,96.23,562
2025-11-21,SKU_1009,Electronics Product 9,Electronics,159.08,26,4136.05,96.23,536
2025-11-22,SKU_1009,Electronics Product 9,Electronics,161.67,21,3395.11,96.23,515
2025-11-23,SKU_1009,Electronics Product 9,Electronics,159.08,51,8113.01,96.23,464
2025-11-24,SKU_1009,Electronics Product 9,Electronics,160.4,27,4330.9,96.23,437
2025-11-25,SKU_1009,Electronics Product 9,Electronics,159.08,41,6522.23,96.23,396
2025-11-26,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,358
2025-11-27,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,319
2025-11-28,SKU_1009,Electronics Product 9,Electronics,159.08,28,4454.2,96.23,291
2025-11-29,SKU_1009,Electronics Product 9,Electronics,144.17,59,8506.13,96.23,232
2025-11-30,SKU_1009,Electronics Product 9,Electronics,159.08,23,3658.81,96.23,209
2025-12-01,SKU_1009,Electronics Product 9,Electronics,159.08,31,4931.44,96.23,1165
2025-12-02,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,1150
2025-12-03,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,1135
2025-12-04,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,1103
2025-12-05,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,1070
2025-12-06,SKU_1009,Electronics Product 9,Electronics,159.08,43,6840.38,96.23,1027
2025-12-07,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,988
2025-12-08,SKU_1009,Electronics Product 9,Electronics,152.3,23,3502.87,96.23,965
2025-12-09,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,950
2025-12-10,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,916
2025-12-11,SKU_1009,Electronics Product 9,Electronics,159.08,22,3499.73,96.23,894
2025-12-12,SKU_1009,Electronics Product 9,Electronics,150.96,45,6793.03,96.23,849
2025-12-13,SKU_1009,Electronics Product 9,Electronics,159.08,13,2068.02,96.23,836
2025-12-14,SKU_1009,Electronics Product 9,Electronics,159.08,50,7953.93,96.23,786
2025-12-15,SKU_1009,Electronics Product 9,Electronics,159.08,28,4454.2,96.23,758
2025-12-16,SKU_1009,Electronics Product 9,Electronics,159.08,18,2863.42,96.23,740
2025-12-17,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,706
2025-12-18,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,668
2025-12-19,SKU_1009,Electronics Product 9,Electronics,159.08,44,6999.46,96.23,624
2025-12-20,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,590
2025-12-21,SKU_1009,Electronics Product 9,Electronics,159.08,28,4454.2,96.23,562
2025-12-22,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,523
2025-12-23,SKU_1009,Electronics Product 9,Electronics,159.08,31,4931.44,96.23,492
2025-12-24,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,476
2025-12-25,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,456
2025-12-26,SKU_1009,Electronics Product 9,Electronics,159.08,12,1908.94,96.23,444
2025-12-27,SKU_1009,Electronics Product 9,Electronics,159.08,53,8431.17,96.23,391
2025-12-28,SKU_1009,Electronics Product 9,Electronics,162.58,36,5852.7,96.23,355
2025-12-29,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,322
2025-12-30,SKU_1009,Electronics Product 9,Electronics,159.08,13,2068.02,96.23,309
2025-12-31,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,275
2025-01-01,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,1167
2025-01-02,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,1138
2025-01-03,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,1090
2025-01-04,SKU_1010,Electronics Product 10,Electronics,221.65,54,11969.27,123.74,1036
2025-01-05,SKU_1010,Electronics Product 10,Electronics,221.65,42,9309.43,123.74,994
2025-01-06,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,981
2025-01-07,SKU_1010,Electronics Product 10,Electronics,221.65,36,7979.51,123.74,945
2025-01-08,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,913
2025-01-09,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,891
2025-01-10,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,866
2025-01-11,SKU_1010,Electronics Product 10,Electronics,221.65,53,11747.61,123.74,813
2025-01-12,SKU_1010,Electronics Product 10,Electronics,221.65,43,9531.08,123.74,770
2025-01-13,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,750
2025-01-14,SKU_1010,Electronics Product 10,Electronics,221.65,14,3103.14,123.74,736
2025-01-15,SKU_1010,Electronics Product 10,Electronics,221.65,37,8201.16,123.74,699
2025-01-16,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,661
2025-01-17,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,627
2025-01-18,SKU_1010,Electronics Product 10,Electronics,221.65,21,4654.71,123.74,606
2025-01-19,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,572
2025-01-20,SKU_1010,Electronics Product 10,Electronics,221.65,30,6649.59,123.74,542
2025-01-21,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,529
2025-01-22,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,491
2025-01-23,SKU_1010,Electronics Product 10,Electronics,221.65,30,6649.59,123.74,461
2025-01-24,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,444
2025-01-25,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,410
2025-01-26,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,385
2025-01-27,SKU_1010,Electronics Product 10,Electronics,221.65,21,4654.71,123.74,364
2025-01-28,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,316
2025-01-29,SKU_1010,Electronics Product 10,Electronics,221.65,30,6649.59,123.74,286
2025-01-30,SKU_1010,Electronics Product 10,Electronics,221.65,37,8201.16,123.74,249
2025-01-31,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,229
2025-02-01,SKU_1010,Electronics Product 10,Electronics,221.65,63,13964.14,123.74,910
2025-02-02,SKU_1010,Electronics Product 10,Electronics,221.65,61,13520.84,123.74,849
2025-02-03,SKU_1010,Electronics Product 10,Electronics,222.39,20,4447.83,123.74,829
2025-02-04,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,795
2025-02-05,SKU_1010,Electronics Product 10,Electronics,221.65,19,4211.41,123.74,776
2025-02-06,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,751
2025-02-07,SKU_1010,Electronics Product 10,Electronics,221.65,39,8644.47,123.74,712
2025-02-08,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,666
2025-02-09,SKU_1010,Electronics Product 10,Electronics,221.65,57,12634.22,123.74,609
2025-02-10,SKU_1010,Electronics Product 10,Electronics,221.65,26,5762.98,123.74,583
2025-02-11,SKU_1010,Electronics Product 10,Electronics,221.65,40,8866.12,123.74,543
2025-02-12,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,526
2025-02-13,SKU_1010,Electronics Product 10,Electronics,214.54,23,4934.44,123.74,503
2025-02-14,SKU_1010,Electronics Product 10,Electronics,221.65,53,11747.61,123.74,450
2025-02-15,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,430
2025-02-16,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,417
2025-02-17,SKU_1010,Electronics Product 10,Electronics,221.65,21,4654.71,123.74,396
2025-02-18,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,362
2025-02-19,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,318
2025-02-20,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,306
2025-02-21,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,262
2025-02-22,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,230
2025-02-23,SKU_1010,Electronics Product 10,Electronics,221.65,40,8866.12,123.74,713
2025-02-24,SKU_1010,Electronics Product 10,Electronics,221.65,45,9974.39,123.74,668
2025-02-25,SKU_1010,Electronics Product 10,Electronics,221.65,23,5098.02,123.74,645
2025-02-26,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,599
2025-02-27,SKU_1010,Electronics Product 10,Electronics,221.65,39,8644.47,123.74,560
2025-02-28,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,516
2025-03-01,SKU_1010,Electronics Product 10,Electronics,221.65,43,9531.08,123.74,473
2025-03-02,SKU_1010,Electronics Product 10,Electronics,204.76,29,5937.92,123.74,444
2025-03-03,SKU_1010,Electronics Product 10,Electronics,221.65,15,3324.8,123.74,429
2025-03-04,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,419
2025-03-05,SKU_1010,Electronics Product 10,Electronics,221.65,36,7979.51,123.74,383
2025-03-06,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,337
2025-03-07,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,289
2025-03-08,SKU_1010,Electronics Product 10,Electronics,221.65,19,4211.41,123.74,270
2025-03-09,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,254
2025-03-10,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,242
2025-03-11,SKU_1010,Electronics Product 10,Electronics,221.65,45,9974.39,123.74,859
2025-03-12,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,830
2025-03-13,SKU_1010,Electronics Product 10,Electronics,204.38,27,5518.16,123.74,803
2025-03-14,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,778
2025-03-15,SKU_1010,Electronics Product 10,Electronics,242.68,12,2912.16,123.74,766
2025-03-16,SKU_1010,Electronics Product 10,Electronics,230.04,62,14262.39,123.74,704
2025-03-17,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,688
2025-03-18,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,656
2025-03-19,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,624
2025-03-20,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,580
2025-03-21,SKU_1010,Electronics Product 10,Electronics,221.65,36,7979.51,123.74,544
2025-03-22,SKU_1010,Electronics Product 10,Electronics,208.39,24,5001.4,123.74,520
2025-03-23,SKU_1010,Electronics Product 10,Electronics,221.65,26,5762.98,123.74,494
2025-03-24,SKU_1010,Electronics Product 10,Electronics,201.37,36,7249.16,123.74,458
2025-03-25,SKU_1010,Electronics Product 10,Electronics,221.65,27,5984.63,123.74,431
2025-03-26,SKU_1010,Electronics Product 10,Electronics,221.65,27,5984.63,123.74,404
2025-03-27,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,387
2025-03-28,SKU_1010,Electronics Product 10,Electronics,221.65,47,10417.69,123.74,340
2025-03-29,SKU_1010,Electronics Product 10,Electronics,221.65,63,13964.14,123.74,277
2025-03-30,SKU_1010,Electronics Product 10,Electronics,221.65,27,5984.63,123.74,250
2025-03-31,SKU_1010,Electronics Product 10,Electronics,235.88,18,4245.78,123.74,232
2025-04-01,SKU_1010,Electronics Product 10,Electronics,221.65,36,7979.51,123.74,866
2025-04-02,SKU_1010,Electronics Product 10,Electronics,221.65,30,6649.59,123.74,836
2025-04-03,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,792
2025-04-04,SKU_1010,Electronics Product 10,Electronics,221.65,18,3989.76,123.74,774
2025-04-05,SKU_1010,Electronics Product 10,Electronics,221.65,24,5319.67,123.74,750
2025-04-06,SKU_1010,Electronics Product 10,Electronics,221.65,60,13299.18,123.74,690
2025-04-07,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,678
2025-04-08,SKU_1010,Electronics Product 10,Electronics,221.65,49,10861.0,123.74,629
2025-04-09,SKU_1010,Electronics Product 10,Electronics,221.65,40,8866.12,123.74,589
2025-04-10,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,541
2025-04-11,SKU_1010,Electronics Product 10,Electronics,221.65,42,9309.43,123.74,499
2025-04-12,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,465
2025-04-13,SKU_1010,Electronics Product 10,Electronics,235.05,59,13867.88,123.74,406
2025-04-14,SKU_1010,Electronics Product 10,Electronics,201.51,25,5037.71,123.74,381
2025-04-15,SKU_1010,Electronics Product 10,Electronics,221.65,35,7757.86,123.74,346
2025-04-16,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,330
2025-04-17,SKU_1010,Electronics Product 10,Electronics,221.65,24,5319.67,123.74,306
2025-04-18,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,260
2025-04-19,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,228
2025-04-20,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,212
2025-04-21,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,1092
2025-04-22,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,1067
2025-04-23,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,1029
2025-04-24,SKU_1010,Electronics Product 10,Electronics,221.65,18,3989.76,123.74,1011
2025-04-25,SKU_1010,Electronics Product 10,Electronics,207.45,14,2904.25,123.74,997
2025-04-26,SKU_1010,Electronics Product 10,Electronics,221.65,24,5319.67,123.74,973
2025-04-27,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,953
2025-04-28,SKU_1010,Electronics Product 10,Electronics,221.65,9,1994.88,123.74,944
2025-04-29,SKU_1010,Electronics Product 10,Electronics,221.65,24,5319.67,123.74,920
2025-04-30,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,900
2025-05-01,SKU_1010,Electronics Product 10,Electronics,221.65,23,5098.02,123.74,877
2025-05-02,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,864
2025-05-03,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,842
2025-05-04,SKU_1010,Electronics Product 10,Electronics,221.65,61,13520.84,123.74,781
2025-05-05,SKU_1010,Electronics Product 10,Electronics,221.65,31,6871.24,123.74,750
2025-05-06,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,733
2025-05-07,SKU_1010,Electronics Product 10,Electronics,221.65,42,9309.43,123.74,691
2025-05-08,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,643
2025-05-09,SKU_1010,Electronics Product 10,Electronics,221.65,45,9974.39,123.74,598
2025-05-10,SKU_1010,Electronics Product 10,Electronics,221.65,21,4654.71,123.74,577
2025-05-11,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,531
2025-05-12,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,506
2025-05-13,SKU_1010,Electronics Product 10,Electronics,221.65,26,5762.98,123.74,480
2025-05-14,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,464
2025-05-15,SKU_1010,Electronics Product 10,Electronics,229.43,45,10324.14,123.74,419
2025-05-16,SKU_1010,Electronics Product 10,Electronics,221.65,37,8201.16,123.74,382
2025-05-17,SKU_1010,Electronics Product 10,Electronics,221.65,49,10861.0,123.74,333
2025-05-18,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,287
2025-05-19,SKU_1010,Electronics Product 10,Electronics,221.65,28,6206.29,123.74,259
2025-05-20,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,242
2025-05-21,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,232
2025-05-22,SKU_1010,Electronics Product 10,Electronics,221.65,42,9309.43,123.74,874
2025-05-23,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,857
2025-05-24,SKU_1010,Electronics Product 10,Electronics,221.65,23,5098.02,123.74,834
2025-05-25,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,788
2025-05-26,SKU_1010,Electronics Product 10,Electronics,221.65,17,3768.1,123.74,771
2025-05-27,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,755
2025-05-28,SKU_1010,Electronics Product 10,Electronics,221.65,27,5984.63,123.74,728
2025-05-29,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,690
2025-05-30,SKU_1010,Electronics Product 10,Electronics,224.53,40,8981.11,123.74,650
2025-05-31,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,604
2025-06-01,SKU_1010,Electronics Product 10,Electronics,228.41,60,13704.4,123.74,544
2025-06-02,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,512
2025-06-03,SKU_1010,Electronics Product 10,Electronics,221.65,18,3989.76,123.74,494
2025-06-04,SKU_1010,Electronics Product 10,Electronics,221.65,11,2438.18,123.74,483
2025-06-05,SKU_1010,Electronics Product 10,Electronics,221.65,36,7979.51,123.74,447
2025-06-06,SKU_1010,Electronics Product 10,Electronics,221.65,14,3103.14,123.74,433
2025-06-07,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,411
2025-06-08,SKU_1010,Electronics Product 10,Electronics,221.65,26,5762.98,123.74,385
2025-06-09,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,341
2025-06-10,SKU_1010,Electronics Product 10,Electronics,221.65,26,5762.98,123.74,315
2025-06-11,SKU_1010,Electronics Product 10,Electronics,221.65,33,7314.55,123.74,282
2025-06-12,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,272
2025-06-13,SKU_1010,Electronics Product 10,Electronics,221.65,49,10861.0,123.74,223
2025-06-14,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,1053
2025-06-15,SKU_1010,Electronics Product 10,Electronics,221.65,61,13520.84,123.74,992
2025-06-16,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,982
2025-06-17,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,962
2025-06-18,SKU_1010,Electronics Product 10,Electronics,221.65,22,4876.37,123.74,940
2025-06-19,SKU_1010,Electronics Product 10,Electronics,221.65,35,7757.86,123.74,905
2025-06-20,SKU_1010,Electronics Product 10,Electronics,221.65,28,6206.29,123.74,877
2025-06-21,SKU_1010,Electronics Product 10,Electronics,221.65,25,5541.33,123.74,852
2025-06-22,SKU_1010,Electronics Product 10,Electronics,221.65,42,9309.43,123.74,810
2025-06-23,SKU_1010,Electronics Product 10,Electronics,221.65,51,11304.31,123.74,759
2025-06-24,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,730
2025-06-25,SKU_1010,Electronics Product 10,Electronics,221.65,35,7757.86,123.74,695
2025-06-26,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,685
2025-06-27,SKU_1010,Electronics Product 10,Electronics,221.65,19,4211.41,123.74,666
2025-06-28,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,654
2025-06-29,SKU_1010,Electronics Product 10,Electronics,243.29,42,10218.16,123.74,612
2025-06-30,SKU_1010,Electronics Product 10,Electronics,221.65,19,4211.41,123.74,593
2025-07-01,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,580
2025-07-02,SKU_1010,Electronics Product 10,Electronics,221.65,45,9974.39,123.74,535
2025-07-03,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,487
2025-07-04,SKU_1010,Electronics Product 10,Electronics,221.65,43,9531.08,123.74,444
2025-07-05,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,415
2025-07-06,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,395
2025-07-07,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,379
2025-07-08,SKU_1010,Electronics Product 10,Electronics,221.65,28,6206.29,123.74,351
2025-07-09,SKU_1010,Electronics Product 10,Electronics,221.65,40,8866.12,123.74,311
2025-07-10,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,265
2025-07-11,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,233
2025-07-12,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,1111
2025-07-13,SKU_1010,Electronics Product 10,Electronics,221.65,45,9974.39,123.74,1066
2025-07-14,SKU_1010,Electronics Product 10,Electronics,221.65,30,6649.59,123.74,1036
2025-07-15,SKU_1010,Electronics Product 10,Electronics,232.02,19,4408.39,123.74,1017
2025-07-16,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,1007
2025-07-17,SKU_1010,Electronics Product 10,Electronics,221.65,28,6206.29,123.74,979
2025-07-18,SKU_1010,Electronics Product 10,Electronics,221.65,14,3103.14,123.74,965
2025-07-19,SKU_1010,Electronics Product 10,Electronics,221.65,43,9531.08,123.74,922
2025-07-20,SKU_1010,Electronics Product 10,Electronics,243.05,51,12395.32,123.74,871
2025-07-21,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,858
2025-07-22,SKU_1010,Electronics Product 10,Electronics,221.65,34,7536.2,123.74,824
2025-07-23,SKU_1010,Electronics Product 10,Electronics,221.65,44,9752.73,123.74,780
2025-07-24,SKU_1010,Electronics Product 10,Electronics,221.65,41,9087.78,123.74,739
2025-07-25,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,701
2025-07-26,SKU_1010,Electronics Product 10,Electronics,228.17,37,8442.16,123.74,664
2025-07-27,SKU_1010,Electronics Product 10,Electronics,221.65,59,13077.53,123.74,605
2025-07-28,SKU_1010,Electronics Product 10,Electronics,221.65,46,10196.04,123.74,559
2025-07-29,SKU_1010,Electronics Product 10,Electronics,221.65,15,3324.8,123.74,544
2025-07-30,SKU_1010,Electronics Product 10,Electronics,221.65,15,3324.8,123.74,529
2025-07-31,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,519
2025-08-01,SKU_1010,Electronics Product 10,Electronics,221.65,48,10639.35,123.74,471
2025-08-02,SKU_1010,Electronics Product 10,Electronics,221.65,54,11969.27,123.74,417
2025-08-03,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,405
2025-08-04,SKU_1010,Electronics Product 10,Electronics,221.65,12,2659.84,123.74,393
2025-08-05,SKU_1010,Electronics Product 10,Electronics,221.65,47,10417.69,123.74,346
2025-08-06,SKU_1010,Electronics Product 10,Electronics,221.65,16,3546.45,123.74,330
2025-08-07,SKU_1010,Electronics Product 10,Electronics,221.65,13,2881.49,123.74,317
2025-08-08,SKU_1010,Electronics Product 10,Electronics,221.65,33,7314.55,123.74,284
2025-08-09,SKU_1010,Electronics Product 10,Electronics,221.65,43,9531.08,123.74,241
2025-08-10,SKU_1010,Electronics Product 10,Electronics,221.65,32,7092.9,123.74,209
2025-08-11,SKU_1010,Electronics Product 10,Electronics,221.65,19,4211.41,123.74,1137
2025-08-12,SKU_1010,Electronics Product 10,Electronics,240.87,31,7467.02,123.74,1106
2025-08-13,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,1077
2025-08-14,SKU_1010,Electronics Product 10,Electronics,221.65,38,8422.82,123.74,1039
2025-08-15,SKU_1010,Electronics Product 10,Electronics,221.65,9,1994.88,123.74,1030
2025-08-16,SKU_1010,Electronics Product 10,Electronics,221.65,20,4433.06,123.74,1010
2025-08-17,SKU_1010,Electronics Product 10,Electronics,221.65,55,12190.92,123.74,955
2025-08-18,SKU_1010,Electronics Product 10,Electronics,221.65,23,5098.02,123.74,932
2025-08-19,SKU_1010,Electronics Product 10,Electronics,221.65,29,6427.94,123.74,903
2025-08-20,SKU_1010,Electronics Product 10,Electronics,221.65,10,2216.53,123.74,893
