date,sku_id,product_name,category,price,units_sold,revenue,cost,inventory_on_hand,price_bucket,sku_segment
2025-09-02,SKU_1008,Electronics Product 8,Electronics,99.09,30,2972.83,53.18,465,Low,Tail
2025-09-03,SKU_1008,Electronics Product 8,Electronics,99.09,16,1585.51,53.18,449,Low,Tail
2025-09-04,SKU_1008,Electronics Product 8,Electronics,99.09,26,2576.45,53.18,423,Low,Tail
2025-09-05,SKU_1008,Electronics Product 8,Electronics,99.09,25,2477.36,53.18,398,Low,Tail
2025-09-06,SKU_1008,Electronics Product 8,Electronics,101.52,43,4365.16,53.18,355,Low,Tail
2025-09-07,SKU_1008,Electronics Product 8,Electronics,99.09,59,5846.56,53.18,296,Low,Tail
2025-09-08,SKU_1008,Electronics Product 8,Electronics,99.09,10,990.94,53.18,286,Low,Tail
2025-09-09,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,249,Low,Tail
2025-09-10,SKU_1008,Electronics Product 8,Electronics,94.82,43,4077.44,53.18,206,Low,Tail
2025-09-11,SKU_1008,Electronics Product 8,Electronics,106.14,12,1273.67,53.18,1125,Low,Tail
2025-09-12,SKU_1008,Electronics Product 8,Electronics,99.09,24,2378.26,53.18,1101,Low,Tail
2025-09-13,SKU_1008,Electronics Product 8,Electronics,99.09,20,1981.88,53.18,1081,Low,Tail
2025-09-14,SKU_1008,Electronics Product 8,Electronics,99.09,42,4161.96,53.18,1039,Low,Tail
2025-09-15,SKU_1008,Electronics Product 8,Electronics,99.09,17,1684.6,53.18,1022,Low,Tail
2025-09-16,SKU_1008,Electronics Product 8,Electronics,99.09,22,2180.07,53.18,1000,Low,Tail
2025-09-17,SKU_1008,Electronics Product 8,Electronics,99.09,33,3270.11,53.18,967,Low,Tail
2025-09-18,SKU_1008,Electronics Product 8,Electronics,101.93,28,2854.0,53.18,939,Low,Tail
2025-09-19,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,902,Low,Tail
2025-09-20,SKU_1008,Electronics Product 8,Electronics,99.09,17,1684.6,53.18,885,Low,Tail
2025-09-21,SKU_1008,Electronics Product 8,Electronics,99.09,53,5251.99,53.18,832,Low,Tail
2025-09-22,SKU_1008,Electronics Product 8,Electronics,95.07,32,3042.09,53.18,800,Low,Tail
2025-09-23,SKU_1008,Electronics Product 8,Electronics,99.09,44,4360.15,53.18,756,Low,Tail
2025-09-24,SKU_1008,Electronics Product 8,Electronics,99.09,22,2180.07,53.18,734,Low,Tail
2025-09-25,SKU_1008,Electronics Product 8,Electronics,99.09,47,4657.43,53.18,687,Low,Tail
2025-09-26,SKU_1008,Electronics Product 8,Electronics,99.09,23,2279.17,53.18,664,Low,Tail
2025-09-27,SKU_1008,Electronics Product 8,Electronics,99.09,40,3963.77,53.18,624,Low,Tail
2025-09-28,SKU_1008,Electronics Product 8,Electronics,99.09,45,4459.24,53.18,579,Low,Tail
2025-09-29,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,542,Low,Tail
2025-09-30,SKU_1008,Electronics Product 8,Electronics,99.09,24,2378.26,53.18,518,Low,Tail
2025-10-01,SKU_1008,Electronics Product 8,Electronics,99.09,18,1783.7,53.18,500,Low,Tail
2025-10-02,SKU_1008,Electronics Product 8,Electronics,99.09,38,3765.58,53.18,462,Low,Tail
2025-10-03,SKU_1008,Electronics Product 8,Electronics,99.09,25,2477.36,53.18,437,Low,Tail
2025-10-04,SKU_1008,Electronics Product 8,Electronics,99.09,18,1783.7,53.18,419,Low,Tail
2025-10-05,SKU_1008,Electronics Product 8,Electronics,99.09,24,2378.26,53.18,395,Low,Tail
2025-10-06,SKU_1008,Electronics Product 8,Electronics,99.09,44,4360.15,53.18,351,Low,Tail
2025-10-07,SKU_1008,Electronics Product 8,Electronics,99.09,33,3270.11,53.18,318,Low,Tail
2025-10-08,SKU_1008,Electronics Product 8,Electronics,99.09,20,1981.88,53.18,298,Low,Tail
2025-10-09,SKU_1008,Electronics Product 8,Electronics,99.09,16,1585.51,53.18,282,Low,Tail
2025-10-10,SKU_1008,Electronics Product 8,Electronics,99.09,15,1486.41,53.18,267,Low,Tail
2025-10-11,SKU_1008,Electronics Product 8,Electronics,99.09,57,5648.37,53.18,210,Low,Tail
2025-10-12,SKU_1008,Electronics Product 8,Electronics,99.09,35,3468.3,53.18,703,Low,Tail
2025-10-13,SKU_1008,Electronics Product 8,Electronics,99.09,26,2576.45,53.18,677,Low,Tail
2025-10-14,SKU_1008,Electronics Product 8,Electronics,99.09,32,3171.02,53.18,645,Low,Tail
2025-10-15,SKU_1008,Electronics Product 8,Electronics,99.09,31,3071.92,53.18,614,Low,Tail
2025-10-16,SKU_1008,Electronics Product 8,Electronics,99.09,46,4558.33,53.18,568,Low,Tail
2025-10-17,SKU_1008,Electronics Product 8,Electronics,99.09,23,2279.17,53.18,545,Low,Tail
2025-10-18,SKU_1008,Electronics Product 8,Electronics,99.09,51,5053.81,53.18,494,Low,Tail
2025-10-19,SKU_1008,Electronics Product 8,Electronics,99.09,49,4855.62,53.18,445,Low,Tail
2025-10-20,SKU_1008,Electronics Product 8,Electronics,99.09,15,1486.41,53.18,430,Low,Tail
2025-10-21,SKU_1008,Electronics Product 8,Electronics,99.09,51,5053.81,53.18,379,Low,Tail
2025-10-22,SKU_1008,Electronics Product 8,Electronics,99.09,13,1288.23,53.18,366,Low,Tail
2025-10-23,SKU_1008,Electronics Product 8,Electronics,99.09,40,3963.77,53.18,326,Low,Tail
2025-10-24,SKU_1008,Electronics Product 8,Electronics,99.09,16,1585.51,53.18,310,Low,Tail
2025-10-25,SKU_1008,Electronics Product 8,Electronics,99.09,32,3171.02,53.18,278,Low,Tail
2025-10-26,SKU_1008,Electronics Product 8,Electronics,99.09,33,3270.11,53.18,245,Low,Tail
2025-10-27,SKU_1008,Electronics Product 8,Electronics,99.09,13,1288.23,53.18,232,Low,Tail
2025-10-28,SKU_1008,Electronics Product 8,Electronics,99.09,29,2873.73,53.18,203,Low,Tail
2025-10-29,SKU_1008,Electronics Product 8,Electronics,99.09,35,3468.3,53.18,1118,Low,Tail
2025-10-30,SKU_1008,Electronics Product 8,Electronics,99.09,47,4657.43,53.18,1071,Low,Tail
2025-10-31,SKU_1008,Electronics Product 8,Electronics,99.09,10,990.94,53.18,1061,Low,Tail
2025-11-01,SKU_1008,Electronics Product 8,Electronics,99.09,34,3369.2,53.18,1027,Low,Tail
2025-11-02,SKU_1008,Electronics Product 8,Electronics,99.09,14,1387.32,53.18,1013,Low,Tail
2025-11-03,SKU_1008,Electronics Product 8,Electronics,99.09,46,4558.33,53.18,967,Low,Tail
2025-11-04,SKU_1008,Electronics Product 8,Electronics,99.09,29,2873.73,53.18,938,Low,Tail
2025-11-05,SKU_1008,Electronics Product 8,Electronics,106.8,32,3417.65,53.18,906,Low,Tail
2025-11-06,SKU_1008,Electronics Product 8,Electronics,99.09,40,3963.77,53.18,866,Low,Tail
2025-11-07,SKU_1008,Electronics Product 8,Electronics,99.09,40,3963.77,53.18,826,Low,Tail
2025-11-08,SKU_1008,Electronics Product 8,Electronics,99.09,59,5846.56,53.18,767,Low,Tail
2025-11-09,SKU_1008,Electronics Product 8,Electronics,99.09,43,4261.05,53.18,724,Low,Tail
2025-11-10,SKU_1008,Electronics Product 8,Electronics,99.09,39,3864.68,53.18,685,Low,Tail
2025-11-11,SKU_1008,Electronics Product 8,Electronics,99.09,17,1684.6,53.18,668,Low,Tail
2025-11-12,SKU_1008,Electronics Product 8,Electronics,99.09,28,2774.64,53.18,640,Low,Tail
2025-11-13,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,603,Low,Tail
2025-11-14,SKU_1008,Electronics Product 8,Electronics,108.19,14,1514.71,53.18,589,Low,Tail
2025-11-15,SKU_1008,Electronics Product 8,Electronics,99.06,31,3071.01,53.18,558,Low,Tail
2025-11-16,SKU_1008,Electronics Product 8,Electronics,99.09,25,2477.36,53.18,533,Low,Tail
2025-11-17,SKU_1008,Electronics Product 8,Electronics,99.09,33,3270.11,53.18,500,Low,Tail
2025-11-18,SKU_1008,Electronics Product 8,Electronics,99.09,22,2180.07,53.18,478,Low,Tail
2025-11-19,SKU_1008,Electronics Product 8,Electronics,99.09,21,2080.98,53.18,457,Low,Tail
2025-11-20,SKU_1008,Electronics Product 8,Electronics,99.09,31,3071.92,53.18,426,Low,Tail
2025-11-21,SKU_1008,Electronics Product 8,Electronics,99.09,21,2080.98,53.18,405,Low,Tail
2025-11-22,SKU_1008,Electronics Product 8,Electronics,99.09,63,6242.94,53.18,342,Low,Tail
2025-11-23,SKU_1008,Electronics Product 8,Electronics,99.09,32,3171.02,53.18,310,Low,Tail
2025-11-24,SKU_1008,Electronics Product 8,Electronics,101.52,20,2030.46,53.18,290,Low,Tail
2025-11-25,SKU_1008,Electronics Product 8,Electronics,99.09,43,4261.05,53.18,247,Low,Tail
2025-11-26,SKU_1008,Electronics Product 8,Electronics,99.09,49,4855.62,53.18,1137,Low,Tail
2025-11-27,SKU_1008,Electronics Product 8,Electronics,99.09,10,990.94,53.18,1127,Low,Tail
2025-11-28,SKU_1008,Electronics Product 8,Electronics,99.09,17,1684.6,53.18,1110,Low,Tail
2025-11-29,SKU_1008,Electronics Product 8,Electronics,105.77,27,2855.66,53.18,1083,Low,Tail
2025-11-30,SKU_1008,Electronics Product 8,Electronics,99.09,44,4360.15,53.18,1039,Low,Tail
2025-12-01,SKU_1008,Electronics Product 8,Electronics,97.14,36,3497.07,53.18,1003,Low,Tail
2025-12-02,SKU_1008,Electronics Product 8,Electronics,99.09,46,4558.33,53.18,957,Low,Tail
2025-12-03,SKU_1008,Electronics Product 8,Electronics,99.09,31,3071.92,53.18,926,Low,Tail
2025-12-04,SKU_1008,Electronics Product 8,Electronics,99.09,35,3468.3,53.18,891,Low,Tail
2025-12-05,SKU_1008,Electronics Product 8,Electronics,99.09,42,4161.96,53.18,849,Low,Tail
2025-12-06,SKU_1008,Electronics Product 8,Electronics,99.09,28,2774.64,53.18,821,Low,Tail
2025-12-07,SKU_1008,Electronics Product 8,Electronics,99.09,34,3369.2,53.18,787,Low,Tail
2025-12-08,SKU_1008,Electronics Product 8,Electronics,99.09,36,3567.39,53.18,751,Low,Tail
2025-12-09,SKU_1008,Electronics Product 8,Electronics,99.09,45,4459.24,53.18,706,Low,Tail
2025-12-10,SKU_1008,Electronics Product 8,Electronics,99.09,24,2378.26,53.18,682,Low,Tail
2025-12-11,SKU_1008,Electronics Product 8,Electronics,99.09,20,1981.88,53.18,662,Low,Tail
2025-12-12,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,625,Low,Tail
2025-12-13,SKU_1008,Electronics Product 8,Electronics,99.09,47,4657.43,53.18,578,Low,Tail
2025-12-14,SKU_1008,Electronics Product 8,Electronics,99.09,60,5945.65,53.18,518,Low,Tail
2025-12-15,SKU_1008,Electronics Product 8,Electronics,100.35,13,1304.56,53.18,505,Low,Tail
2025-12-16,SKU_1008,Electronics Product 8,Electronics,99.09,41,4062.86,53.18,464,Low,Tail
2025-12-17,SKU_1008,Electronics Product 8,Electronics,99.09,50,4954.71,53.18,414,Low,Tail
2025-12-18,SKU_1008,Electronics Product 8,Electronics,106.62,17,1812.54,53.18,397,Low,Tail
2025-12-19,SKU_1008,Electronics Product 8,Electronics,99.09,39,3864.68,53.18,358,Low,Tail
2025-12-20,SKU_1008,Electronics Product 8,Electronics,99.09,32,3171.02,53.18,326,Low,Tail
2025-12-21,SKU_1008,Electronics Product 8,Electronics,89.41,39,3486.86,53.18,287,Low,Tail
2025-12-22,SKU_1008,Electronics Product 8,Electronics,99.09,35,3468.3,53.18,252,Low,Tail
2025-12-23,SKU_1008,Electronics Product 8,Electronics,90.2,47,4239.31,53.18,205,Low,Tail
2025-12-24,SKU_1008,Electronics Product 8,Electronics,99.09,32,3171.02,53.18,778,Low,Tail
2025-12-25,SKU_1008,Electronics Product 8,Electronics,99.09,45,4459.24,53.18,733,Low,Tail
2025-12-26,SKU_1008,Electronics Product 8,Electronics,99.09,37,3666.49,53.18,696,Low,Tail
2025-12-27,SKU_1008,Electronics Product 8,Electronics,99.09,55,5450.18,53.18,641,Low,Tail
2025-12-28,SKU_1008,Electronics Product 8,Electronics,102.75,15,1541.25,53.18,626,Low,Tail
2025-12-29,SKU_1008,Electronics Product 8,Electronics,99.09,43,4261.05,53.18,583,Low,Tail
2025-12-30,SKU_1008,Electronics Product 8,Electronics,99.09,47,4657.43,53.18,536,Low,Tail
2025-12-31,SKU_1008,Electronics Product 8,Electronics,99.09,12,1189.13,53.18,524,Low,Tail
2025-01-01,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,1631,Low,Tail
2025-01-02,SKU_1009,Electronics Product 9,Electronics,159.08,29,4613.28,96.23,1602,Low,Tail
2025-01-03,SKU_1009,Electronics Product 9,Electronics,159.08,28,4454.2,96.23,1574,Low,Tail
2025-01-04,SKU_1009,Electronics Product 9,Electronics,159.08,24,3817.89,96.23,1550,Low,Tail
2025-01-05,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,1516,Low,Tail
2025-01-06,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,1495,Low,Tail
2025-01-07,SKU_1009,Electronics Product 9,Electronics,159.08,36,5726.83,96.23,1459,Low,Tail
2025-01-08,SKU_1009,Electronics Product 9,Electronics,159.08,19,3022.5,96.23,1440,Low,Tail
2025-01-09,SKU_1009,Electronics Product 9,Electronics,159.08,10,1590.79,96.23,1430,Low,Tail
2025-01-10,SKU_1009,Electronics Product 9,Electronics,159.08,17,2704.34,96.23,1413,Low,Tail
2025-01-11,SKU_1009,Electronics Product 9,Electronics,159.08,49,7794.86,96.23,1364,Low,Tail
2025-01-12,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,1330,Low,Tail
2025-01-13,SKU_1009,Electronics Product 9,Electronics,166.23,24,3989.47,96.23,1306,Medium,Tail
2025-01-14,SKU_1009,Electronics Product 9,Electronics,159.08,19,3022.5,96.23,1287,Low,Tail
2025-01-15,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,1262,Low,Tail
2025-01-16,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,1241,Low,Tail
2025-01-17,SKU_1009,Electronics Product 9,Electronics,159.08,45,7158.54,96.23,1196,Low,Tail
2025-01-18,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,1180,Low,Tail
2025-01-19,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,1133,Low,Tail
2025-01-20,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,1112,Low,Tail
2025-01-21,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,1097,Low,Tail
2025-01-22,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,1072,Low,Tail
2025-01-23,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,1033,Low,Tail
2025-01-24,SKU_1009,Electronics Product 9,Electronics,159.08,9,1431.71,96.23,1024,Low,Tail
2025-01-25,SKU_1009,Electronics Product 9,Electronics,159.08,41,6522.23,96.23,983,Low,Tail
2025-01-26,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,950,Low,Tail
2025-01-27,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,935,Low,Tail
2025-01-28,SKU_1009,Electronics Product 9,Electronics,159.08,14,2227.1,96.23,921,Low,Tail
2025-01-29,SKU_1009,Electronics Product 9,Electronics,159.08,22,3499.73,96.23,899,Low,Tail
2025-01-30,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,860,Low,Tail
2025-01-31,SKU_1009,Electronics Product 9,Electronics,159.08,42,6681.31,96.23,818,Low,Tail
2025-02-01,SKU_1009,Electronics Product 9,Electronics,159.08,26,4136.05,96.23,792,Low,Tail
2025-02-02,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,760,Low,Tail
2025-02-03,SKU_1009,Electronics Product 9,Electronics,159.08,31,4931.44,96.23,729,Low,Tail
2025-02-04,SKU_1009,Electronics Product 9,Electronics,159.08,26,4136.05,96.23,703,Low,Tail
2025-02-05,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,683,Low,Tail
2025-02-06,SKU_1009,Electronics Product 9,Electronics,159.08,46,7317.62,96.23,637,Low,Tail
2025-02-07,SKU_1009,Electronics Product 9,Electronics,159.08,42,6681.31,96.23,595,Low,Tail
2025-02-08,SKU_1009,Electronics Product 9,Electronics,159.08,24,3817.89,96.23,571,Low,Tail
2025-02-09,SKU_1009,Electronics Product 9,Electronics,159.08,42,6681.31,96.23,529,Low,Tail
2025-02-10,SKU_1009,Electronics Product 9,Electronics,159.08,26,4136.05,96.23,503,Low,Tail
2025-02-11,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,471,Low,Tail
2025-02-12,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,433,Low,Tail
2025-02-13,SKU_1009,Electronics Product 9,Electronics,159.08,49,7794.86,96.23,384,Low,Tail
2025-02-14,SKU_1009,Electronics Product 9,Electronics,159.08,18,2863.42,96.23,366,Low,Tail
2025-02-15,SKU_1009,Electronics Product 9,Electronics,159.08,29,4613.28,96.23,337,Low,Tail
2025-02-16,SKU_1009,Electronics Product 9,Electronics,159.08,57,9067.49,96.23,280,Low,Tail
2025-02-17,SKU_1009,Electronics Product 9,Electronics,159.08,28,4454.2,96.23,252,Low,Tail
2025-02-18,SKU_1009,Electronics Product 9,Electronics,159.08,22,3499.73,96.23,230,Low,Tail
2025-02-19,SKU_1009,Electronics Product 9,Electronics,159.08,41,6522.23,96.23,973,Low,Tail
2025-02-20,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,926,Low,Tail
2025-02-21,SKU_1009,Electronics Product 9,Electronics,159.08,44,6999.46,96.23,882,Low,Tail
2025-02-22,SKU_1009,Electronics Product 9,Electronics,159.08,51,8113.01,96.23,831,Low,Tail
2025-02-23,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,793,Low,Tail
2025-02-24,SKU_1009,Electronics Product 9,Electronics,159.08,38,6044.99,96.23,755,Low,Tail
2025-02-25,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,721,Low,Tail
2025-02-26,SKU_1009,Electronics Product 9,Electronics,159.08,18,2863.42,96.23,703,Low,Tail
2025-02-27,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,668,Low,Tail
2025-02-28,SKU_1009,Electronics Product 9,Electronics,159.08,44,6999.46,96.23,624,Low,Tail
2025-03-01,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,590,Low,Tail
2025-03-02,SKU_1009,Electronics Product 9,Electronics,159.08,60,9544.72,96.23,530,Low,Tail
2025-03-03,SKU_1009,Electronics Product 9,Electronics,159.08,9,1431.71,96.23,521,Low,Tail
2025-03-04,SKU_1009,Electronics Product 9,Electronics,159.08,27,4295.12,96.23,494,Low,Tail
2025-03-05,SKU_1009,Electronics Product 9,Electronics,159.08,15,2386.18,96.23,479,Low,Tail
2025-03-06,SKU_1009,Electronics Product 9,Electronics,159.08,48,7635.78,96.23,431,Low,Tail
2025-03-07,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,410,Low,Tail
2025-03-08,SKU_1009,Electronics Product 9,Electronics,159.08,52,8272.09,96.23,358,Low,Tail
2025-03-09,SKU_1009,Electronics Product 9,Electronics,159.08,17,2704.34,96.23,341,Low,Tail
2025-03-10,SKU_1009,Electronics Product 9,Electronics,159.08,39,6204.07,96.23,302,Low,Tail
2025-03-11,SKU_1009,Electronics Product 9,Electronics,159.08,30,4772.36,96.23,272,Low,Tail
2025-03-12,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,256,Low,Tail
2025-03-13,SKU_1009,Electronics Product 9,Electronics,159.08,51,8113.01,96.23,205,Low,Tail
2025-03-14,SKU_1009,Electronics Product 9,Electronics,159.08,23,3658.81,96.23,767,Low,Tail
2025-03-15,SKU_1009,Electronics Product 9,Electronics,159.08,19,3022.5,96.23,748,Low,Tail
2025-03-16,SKU_1009,Electronics Product 9,Electronics,159.08,58,9226.56,96.23,690,Low,Tail
2025-03-17,SKU_1009,Electronics Product 9,Electronics,159.08,19,3022.5,96.23,671,Low,Tail
2025-03-18,SKU_1009,Electronics Product 9,Electronics,159.08,22,3499.73,96.23,649,Low,Tail
2025-03-19,SKU_1009,Electronics Product 9,Electronics,159.08,30,4772.36,96.23,619,Low,Tail
2025-03-20,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,587,Low,Tail
2025-03-21,SKU_1009,Electronics Product 9,Electronics,159.08,10,1590.79,96.23,577,Low,Tail
2025-03-22,SKU_1009,Electronics Product 9,Electronics,159.08,51,8113.01,96.23,526,Low,Tail
2025-03-23,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,506,Low,Tail
2025-03-24,SKU_1009,Electronics Product 9,Electronics,159.08,30,4772.36,96.23,476,Low,Tail
2025-03-25,SKU_1009,Electronics Product 9,Electronics,159.08,24,3817.89,96.23,452,Low,Tail
2025-03-26,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,405,Low,Tail
2025-03-27,SKU_1009,Electronics Product 9,Electronics,148.53,33,4901.57,96.23,372,Low,Tail
2025-03-28,SKU_1009,Electronics Product 9,Electronics,159.08,27,4295.12,96.23,345,Low,Tail
2025-03-29,SKU_1009,Electronics Product 9,Electronics,159.08,24,3817.89,96.23,321,Low,Tail
2025-03-30,SKU_1009,Electronics Product 9,Electronics,152.89,48,7338.61,96.23,273,Low,Tail
2025-03-31,SKU_1009,Electronics Product 9,Electronics,159.08,11,1749.87,96.23,262,Low,Tail
2025-04-01,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,246,Low,Tail
2025-04-02,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,230,Low,Tail
2025-04-03,SKU_1009,Electronics Product 9,Electronics,159.08,17,2704.34,96.23,213,Low,Tail
2025-04-04,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,844,Low,Tail
2025-04-05,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,819,Low,Tail
2025-04-06,SKU_1009,Electronics Product 9,Electronics,159.08,55,8749.33,96.23,764,Low,Tail
2025-04-07,SKU_1009,Electronics Product 9,Electronics,147.37,32,4715.78,96.23,732,Low,Tail
2025-04-08,SKU_1009,Electronics Product 9,Electronics,159.08,23,3658.81,96.23,709,Low,Tail
2025-04-09,SKU_1009,Electronics Product 9,Electronics,159.08,44,6999.46,96.23,665,Low,Tail
2025-04-10,SKU_1009,Electronics Product 9,Electronics,159.08,16,2545.26,96.23,649,Low,Tail
2025-04-11,SKU_1009,Electronics Product 9,Electronics,159.08,10,1590.79,96.23,639,Low,Tail
2025-04-12,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,619,Low,Tail
2025-04-13,SKU_1009,Electronics Product 9,Electronics,159.08,42,6681.31,96.23,577,Low,Tail
2025-04-14,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,556,Low,Tail
2025-04-15,SKU_1009,Electronics Product 9,Electronics,159.08,17,2704.34,96.23,539,Low,Tail
2025-04-16,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,505,Low,Tail
2025-04-17,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,472,Low,Tail
2025-04-18,SKU_1009,Electronics Product 9,Electronics,159.08,29,4613.28,96.23,443,Low,Tail
2025-04-19,SKU_1009,Electronics Product 9,Electronics,159.08,63,10021.96,96.23,380,Low,Tail
2025-04-20,SKU_1009,Electronics Product 9,Electronics,144.53,30,4335.96,96.23,350,Low,Tail
2025-04-21,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,318,Low,Tail
2025-04-22,SKU_1009,Electronics Product 9,Electronics,159.08,44,6999.46,96.23,274,Low,Tail
2025-04-23,SKU_1009,Electronics Product 9,Electronics,159.08,29,4613.28,96.23,245,Low,Tail
2025-04-24,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,225,Low,Tail
2025-04-25,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,1083,Low,Tail
2025-04-26,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,1062,Low,Tail
2025-04-27,SKU_1009,Electronics Product 9,Electronics,148.26,34,5040.99,96.23,1028,Low,Tail
2025-04-28,SKU_1009,Electronics Product 9,Electronics,159.08,36,5726.83,96.23,992,Low,Tail
2025-04-29,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,957,Low,Tail
2025-04-30,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,924,Low,Tail
2025-05-01,SKU_1009,Electronics Product 9,Electronics,159.08,36,5726.83,96.23,888,Low,Tail
2025-05-02,SKU_1009,Electronics Product 9,Electronics,164.59,47,7735.63,96.23,841,Medium,Tail
2025-05-03,SKU_1009,Electronics Product 9,Electronics,159.08,29,4613.28,96.23,812,Low,Tail
2025-05-04,SKU_1009,Electronics Product 9,Electronics,159.08,40,6363.15,96.23,772,Low,Tail
2025-05-05,SKU_1009,Electronics Product 9,Electronics,159.08,18,2863.42,96.23,754,Low,Tail
2025-05-06,SKU_1009,Electronics Product 9,Electronics,159.08,34,5408.68,96.23,720,Low,Tail
2025-05-07,SKU_1009,Electronics Product 9,Electronics,159.08,21,3340.65,96.23,699,Low,Tail
2025-05-08,SKU_1009,Electronics Product 9,Electronics,159.08,12,1908.94,96.23,687,Low,Tail
2025-05-09,SKU_1009,Electronics Product 9,Electronics,159.08,32,5090.52,96.23,655,Low,Tail
2025-05-10,SKU_1009,Electronics Product 9,Electronics,159.08,26,4136.05,96.23,629,Low,Tail
2025-05-11,SKU_1009,Electronics Product 9,Electronics,159.08,22,3499.73,96.23,607,Low,Tail
2025-05-12,SKU_1009,Electronics Product 9,Electronics,159.08,46,7317.62,96.23,561,Low,Tail
2025-05-13,SKU_1009,Electronics Product 9,Electronics,159.08,20,3181.57,96.23,541,Low,Tail
2025-05-14,SKU_1009,Electronics Product 9,Electronics,159.08,25,3976.97,96.23,516,Low,Tail
2025-05-15,SKU_1009,Electronics Product 9,Electronics,159.08,23,3658.81,96.23,493,Low,Tail
2025-05-16,SKU_1009,Electronics Product 9,Electronics,159.08,47,7476.7,96.23,446,Low,Tail
2025-05-17,SKU_1009,Electronics Product 9,Electronics,159.08,33,5249.6,96.23,413,Low,Tail
2025-05-18,SKU_1009,Electronics Product 9,Electronics,159.08,54,8590.25,96.23,359,Low,Tail
2025-05-19,SKU_1009,Electronics Product 9,Electronics,159.08,31,4931.44,96.23,328,Low,Tail
2025-05-20,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,293,Low,Tail
2025-05-21,SKU_1009,Electronics Product 9,Electronics,159.08,35,5567.75,96.23,258,Low,Tail
2025-05-22,SKU_1009,Electronics Product 9,Electronics,159.08,40,6363.15,96.23,218,Low,Tail
2025-05-23,SKU_1009,Electronics Product 9,Electronics,159.08,27,4295.12,96.23,969,Low,Tail
2025-05-24,SKU_1009,Electronics Product 9,Electronics,159.08,54,8590.25,96.23,915,Low,Tail
2025-05-25,SKU_1009,Electronics Product 9,Electronics,159.08,45,7158.54,96.23,870,Low,Tail
2025-05-26,SKU_1009,Electronics Product 9,Electronics,159.08,19,3022.5,96.23,851,Low,Tail
